tau,h,beta_shock,se_shock,pval_shock,beta_interaction,se_interaction,pval_interaction,n_obs
0.1,20,-0.05974015516459996,0.013412875318679402,8.453329056905778e-06,-0.07876970396891547,0.02328926643449507,0.0007196728343704194,40562
0.1,21,-0.07752931301248367,0.013214204362153517,4.468682837044371e-09,-0.06987910945212406,0.022728052423287588,0.002109425179738234,40561
0.1,22,-0.07550983635077735,0.014037494206457576,7.525043508330846e-08,-0.04784248912352762,0.024172906810105036,0.04780270404431865,40560
0.1,23,-0.0913738652224878,0.014606935321640443,4.001594036553964e-10,-0.04796491957512439,0.025220675800158795,0.0572031498720343,40559
0.1,24,-0.09451423659861602,0.014647550111446065,1.1121162665263923e-10,-0.05533068203810387,0.02544537501513129,0.029674209844979222,40558
0.5,0,0.0017120915835327766,0.0005482134251494406,0.0017912025704593043,-0.0005099680691634384,0.0009527554050490495,0.5924757649823215,40582
0.5,1,0.005595080681029541,0.0011263453883815083,6.810924862318565e-07,-0.0018338718172405677,0.001957501586989163,0.3488448576420722,40581
0.5,2,0.007277183683476629,0.0014406114532001311,4.403559464391541e-07,-0.002186858406221459,0.002503565602502557,0.3823971139624157,40580
0.5,3,0.010041449420828838,0.001718977898861433,5.211955479216056e-09,-0.009576342440002078,0.002987318996760229,0.001348553257340003,40579
0.5,4,0.012143062771882901,0.0019421164953893541,4.0797545693660325e-10,-0.01176401949444758,0.0033750894514056155,0.0004916578671901187,40578
0.5,5,0.012546780452208126,0.0021880357552909076,9.86289616262111e-09,-0.00840951318534651,0.003802446498519767,0.026999458671361554,40577
0.5,6,0.014297481298409812,0.0023975792130001253,2.4923644562680786e-09,-0.009112803362450572,0.00416659846643387,0.028740285780746944,40576
0.5,7,0.015094584788098109,0.0026016572511106707,6.604946000063434e-09,-0.013662880384047504,0.004521239010832385,0.0025132290242371536,40575
0.5,8,0.016833474467375376,0.0027684889672638323,1.2096356465163268e-09,-0.010829620292480746,0.0048111502011966584,0.024394539197093428,40574
0.5,9,0.020322101502084355,0.0029086468473085102,2.85576592335817e-12,-0.011973558286867414,0.005054705187024948,0.01785081889596983,40573
0.5,10,0.02192906812718709,0.0031361834538678234,2.7463196355172826e-12,-0.014072883311484041,0.0054501069001104225,0.009822737381939147,40572
0.5,11,0.025659969092179824,0.003311319067541543,9.464236383462373e-15,-0.027219811932877036,0.005754441983637568,2.250237073225523e-06,40571
0.5,12,0.03200732986443444,0.0035033695201724916,6.761620617983826e-20,-0.02384196402406291,0.006088171077657095,9.013537814673536e-05,40570
