alpha,h,side,method,beta,se,ci_lo,ci_hi,pval,n_obs
0.1,4,up,logit,0.031960344150332644,0.005636570914803103,0.020912665157318565,0.04300802314334672,1.426516349315505e-08,40578
0.1,4,up,lpm,0.0033485762147657553,0.0006408601191487552,0.0019558779452204388,0.00468456490616813,1.7403458433966305e-07,40578
0.1,5,down,logit,0.027985276227899175,0.005640868228556483,0.01692917449992847,0.039041377955869885,7.007175131164258e-07,40577
0.1,5,down,lpm,0.0029933890591835022,0.000638634210069246,0.0016681445499663696,0.0042554009833544815,2.770047301138748e-06,40577
0.1,5,up,logit,0.029618370645648817,0.005656068194300371,0.01853247698482009,0.04070426430647754,1.6359234730988228e-07,40577
0.1,5,up,lpm,0.003109992155186508,0.000640571434944086,0.0016654302215033563,0.004481162582602105,1.203698266606706e-06,40577
0.1,6,down,logit,0.02048444214108578,0.005715195171628691,0.009282659604693547,0.03168622467747802,0.0003381039605995375,40576
0.1,6,down,lpm,0.002196603882226436,0.0006345769563438984,0.000713540092304392,0.0036834794806818202,0.0005371245975400086,40576
0.1,6,up,logit,0.031120310145678242,0.005629385664343883,0.02008671424356423,0.042153906047792254,3.235526440424686e-08,40576
0.1,6,up,lpm,0.003289253650126305,0.0006370736169041752,0.002050797051066693,0.004685124826175816,2.429363763118563e-07,40576
0.1,7,down,logit,0.02365788395363293,0.005682275421187501,0.012520624128105428,0.03479514377916043,3.134712264552628e-05,40575
0.1,7,down,lpm,0.0025320385986350963,0.0006292406620832309,0.0011850423106224345,0.003910680999969853,5.7227894699324284e-05,40575
0.1,7,up,logit,0.03573218348911235,0.00559060936370288,0.0247745891362547,0.046689777841969995,1.6430400624471853e-10,40575
0.1,7,up,lpm,0.003776203747037849,0.0006388983180864085,0.0025265369826156184,0.005094393471595198,3.4108628653813813e-09,40575
0.1,8,down,logit,0.01636426614153608,0.005754319528594244,0.005085799865491363,0.0276427324175808,0.0044575804928791585,40574
0.1,8,down,lpm,0.0017716620349794107,0.000625216703654629,0.0005422995250944928,0.0031019213354826444,0.004601585324355663,40574
0.1,8,up,logit,0.04157746564481464,0.005528800903222013,0.030741015874499494,0.05241391541512978,5.470938114528642e-14,40574
0.1,8,up,lpm,0.004439283948057923,0.0006571234505813752,0.003019227625141879,0.00579201988105821,1.4221435544291637e-11,40574
0.1,9,down,logit,0.03282313641765573,0.005575858744850723,0.021894453277748315,0.043751819557563146,3.940988544124449e-09,40573
0.1,9,down,lpm,0.00354532722657497,0.0006345355882421107,0.0021361275030553637,0.004814627172730614,2.3065529643606932e-08,40573
0.1,9,up,logit,0.033073303341767765,0.0055953651606478975,0.022106387626897886,0.044040219056637644,3.403693195697594e-09,40573
0.1,9,up,lpm,0.003524376670508306,0.0006441054081558303,0.0020887783680379754,0.0049446136795545485,4.4564086916797786e-08,40573
0.1,10,down,logit,0.021041263366183425,0.005689656022171374,0.009889537562727533,0.032192989169639315,0.00021716723128056717,40572
0.1,10,down,lpm,0.0022803640594483256,0.0006279637418805004,0.00109135946993059,0.0036212114607166806,0.0002819287215755856,40572
0.1,10,up,logit,0.03542645061642202,0.005583454432940109,0.02448287992785941,0.04637002130498463,2.2257240883281103e-10,40572
0.1,10,up,lpm,0.003745351907552875,0.0006435292289196994,0.002314314775305466,0.005147064880703419,5.884117448714046e-09,40572
0.1,11,down,logit,0.024491588910579266,0.005650085552316553,0.013417421228038823,0.03556575659311971,1.4593988837448798e-05,40571
0.1,11,down,lpm,0.0026597325390690695,0.0006349657618186382,0.0013377553827596635,0.003962312857632988,2.8045684608520454e-05,40571
0.1,11,up,logit,0.03351036256646095,0.005594763766876868,0.022544625583382286,0.04447609954953961,2.103657317128628e-09,40571
0.1,11,up,lpm,0.0035558063398107432,0.0006399195293235907,0.0021244129398072533,0.004966838101833358,2.7500758707589792e-08,40571
0.1,12,down,logit,0.02284956906544279,0.00566300318364938,0.011750082825490005,0.033949055305395576,5.4628945809490005e-05,40570
0.1,12,down,lpm,0.002485653727818073,0.0006311136057005737,0.0012392863394442878,0.0037759602282362997,8.198566943352673e-05,40570
0.1,12,up,logit,0.02728617539304408,0.0056552116537869025,0.01620196055162175,0.03837039023446641,1.400307009196603e-06,40570
0.1,12,up,lpm,0.0028988559978546406,0.0006328123607532391,0.00146507856774791,0.004285169405738541,4.62958712672284e-06,40570
0.1,13,down,logit,0.030171336694385747,0.00560646453513838,0.019182666205514523,0.04116000718325697,7.385688465229911e-08,40569
0.1,13,down,lpm,0.003245757367667051,0.0006366559736393989,0.0019066204291806328,0.004627776185763272,3.430182545971349e-07,40569
0.1,13,up,logit,0.024623376337436203,0.005689510005277238,0.013471936727092817,0.03577481594777959,1.5056829555036786e-05,40569
0.1,13,up,lpm,0.002599163685862066,0.0006276015416162232,0.0012610877608843975,0.0039405284189636056,3.45157203648624e-05,40569
0.1,14,down,logit,0.030009993170402986,0.00562329468171466,0.018988335594242255,0.041031650746563716,9.463894006252759e-08,40568
0.1,14,down,lpm,0.0031948024313054033,0.0006345537750000509,0.0018874754896573563,0.004440967304648386,4.785405188578739e-07,40568
0.1,14,up,logit,0.033949585840196514,0.005579231407902592,0.023014292280707435,0.04488487939968559,1.164961684373015e-09,40568
0.1,14,up,lpm,0.003633249717038073,0.0006304651593735805,0.002327571493936282,0.004866434107249625,8.272584572690527e-09,40568
0.1,15,down,logit,0.029699816753017954,0.0056150239830205185,0.018694369746297738,0.04070526375973817,1.2275303892810982e-07,40567
0.1,15,down,lpm,0.003186469916557922,0.0006344129546822296,0.001906766322319245,0.004430433294898502,5.094843601737059e-07,40567
0.1,15,up,logit,0.028258599682371245,0.005650724092545091,0.01718318046098287,0.03933401890375962,5.706888173967171e-07,40567
0.1,15,up,lpm,0.002992931502501878,0.0006317610528087831,0.001613128792812273,0.00435181847336284,2.1643250667465616e-06,40567
0.1,16,down,logit,0.03043153788916894,0.0056102139750451785,0.019435518498080392,0.04142755728025749,5.8178945903252284e-08,40566
0.1,16,down,lpm,0.00325724287034683,0.0006303071241011333,0.0018972181468689766,0.0046179545729682575,2.3698276475041578e-07,40566
0.1,16,up,logit,0.03813042596078992,0.005527550471485946,0.027296427036677468,0.04896442488490238,5.264697686866612e-12,40566
0.1,16,up,lpm,0.004123489342724243,0.0006470340319117522,0.0027611091250368367,0.0054823149335324825,1.8547531789332784e-10,40566
0.1,17,down,logit,0.027684368269902362,0.005652772725699285,0.016604933727531763,0.03876380281227296,9.707116067540673e-07,40565
0.1,17,down,lpm,0.002932100285181588,0.0006317059868791209,0.001635106192870455,0.004234547486047138,3.4579111128636166e-06,40565
0.1,17,up,logit,0.03984618972490187,0.005512474684361487,0.029041739343553356,0.05065064010625039,4.88836477185734e-13,40565
0.1,17,up,lpm,0.004311231941079756,0.0006459414337368855,0.0028430469677813677,0.005726729375596337,2.4834937271763957e-11,40565
0.1,18,down,logit,0.024646068435294165,0.005689734349377371,0.013494189110514518,0.03579794776007381,1.4798063365670749e-05,40564
0.1,18,down,lpm,0.002595951137448209,0.0006265124608972475,0.0013201573750541665,0.003913473230309499,3.4205279812394916e-05,40564
0.1,18,up,logit,0.03918705463512142,0.005528324384870387,0.028351538840775462,0.05002257042946738,1.3565716559038587e-12,40564
0.1,18,up,lpm,0.004218751963013405,0.000654555858014628,0.0028860038882919364,0.005658150597875116,1.1543813421268569e-10,40564
0.1,19,down,logit,0.0273142485822832,0.005662216632839542,0.016216303981917698,0.0384121931826487,1.4074288093661794e-06,40563
0.1,19,down,lpm,0.0028802118928173736,0.0006321883946050634,0.0015856420474026829,0.004156135800445938,5.215201964732366e-06,40563
0.1,19,up,logit,0.038572792799173326,0.005531151274938141,0.02773173630029457,0.04941384929805208,3.0863140836605866e-12,40563
0.1,19,up,lpm,0.004158318190756835,0.0006483340101747793,0.0027188531124603538,0.005528290020721386,1.4188824345801925e-10,40563
0.1,20,down,logit,0.02454934223746135,0.005722015552806271,0.01333419175396106,0.03576449272096164,1.7840679422277335e-05,40562
0.1,20,down,lpm,0.0025383345043861563,0.0006181817394920559,0.0010294636705992213,0.003849300434854351,4.023433324471914e-05,40562
0.1,20,up,logit,0.03325564817030697,0.0055761337108653905,0.022326426097010806,0.04418487024360313,2.4624846874779647e-09,40562
0.1,20,up,lpm,0.003574328128422715,0.0006509895505056305,0.0022178819897287648,0.005010302890688011,4.00553534190809e-08,40562
0.1,21,down,logit,0.029167062605864838,0.005667437806790331,0.01805888450455579,0.040275240707173886,2.6549280144019977e-07,40561
0.1,21,down,lpm,0.0030393131882925665,0.0006297806042819758,0.0017131034104594179,0.004352643223122075,1.393113970167339e-06,40561
0.1,21,up,logit,0.03728100782858958,0.005559348287387624,0.026384685185309835,0.04817733047186932,2.0002723310213458e-11,40561
0.1,21,up,lpm,0.0039794983216150485,0.0006529949916380374,0.002440180499948871,0.005343808428956614,1.0996898354312774e-09,40561
0.1,22,down,logit,0.020489202377390166,0.005765980117511462,0.009187881347067701,0.03179052340771263,0.0003801933286260193,40560
0.1,22,down,lpm,0.0021210144212367465,0.0006226156960711144,0.0008037084833617385,0.0033933813019151123,0.0006577288605294271,40560
0.1,22,up,logit,0.03715589131585897,0.005575615889466801,0.026227684172504036,0.048084098459213895,2.6647768442307135e-11,40560
0.1,22,up,lpm,0.003932108549175528,0.0006461215474716958,0.002580845886666671,0.005272063844448589,1.159759905123419e-09,40560
0.1,23,down,logit,0.02304158048093932,0.005729756730446193,0.011811257289264781,0.03427190367261386,5.785597872536526e-05,40559
0.1,23,down,lpm,0.002395321856268097,0.0006204710956551326,0.0011556584049157448,0.0037952814053547773,0.00011316032277946348,40559
0.1,23,up,logit,0.03711469990883752,0.005560589251592328,0.026215944975716558,0.048013454841958486,2.479101601141831e-11,40559
0.1,23,up,lpm,0.003957157745233316,0.0006457318817233857,0.002650268349113161,0.005314143047873252,8.889298187712092e-10,40559
0.1,24,down,logit,0.02125070238299726,0.005756890129816234,0.00996719772855744,0.03253420703743708,0.00022306601944188718,40558
0.1,24,down,lpm,0.0022091279970511955,0.0006260790506124748,0.0008800814678786067,0.0034801225842382103,0.0004179016020139642,40558
0.1,24,up,logit,0.02857672498542952,0.005649571105356666,0.017503565618930454,0.03964988435192859,4.232071232917527e-07,40558
0.1,24,up,lpm,0.0030399090193715065,0.000634453070199996,0.0017019812569761456,0.004292998819774095,1.6563382297279107e-06,40558
